Date,Close,High,P_H,Low,P_L,Signal,NIKKEI_returns,strategy_returns
2019-08-02,21087.16015625,21211.060546875,21264.61708213564,20960.08984375,21041.115455868905,1,-0.021068208712187286,0.021068208712187286
2019-08-05,20720.2890625,20941.830078125,21013.645844128994,20514.189453125,20757.329602777474,1,-0.017397842622315474,-0.017397842622315474
2019-08-06,20585.310546875,20607.830078125,20446.55594887459,20110.759765625,20121.624814652412,0,-0.006514316244230711,-0.006514316244230711
2019-08-07,20516.560546875,20570.189453125,20658.683801594267,20406.51953125,20374.69281203728,0,-0.0033397601577809244,-0.0
2019-08-08,20593.349609375,20682.240234375,20683.27528132102,20462.98046875,20380.494967697407,0,0.003742784387497977,0.0
2019-08-09,20684.8203125,20782.060546875,20907.990286974185,20676.919921875,20636.690974859892,0,0.004441759347559415,0.0
2019-08-13,20455.439453125,20503.380859375,20571.691133302153,20369.26953125,20260.05443590863,0,-0.011089332946072727,-0.0
2019-08-14,20655.130859375,20697.419921875,20825.169968287166,20581.169921875,20548.802297713195,0,0.009762264296868661,0.0
2019-08-15,20405.650390625,20419.880859375,20448.687656931925,20184.849609375,20136.310818567923,0,-0.012078377544471719,-0.0
2019-08-16,20418.810546875,20465.7109375,20455.168006643893,20300.349609375,20155.962974705653,-1,0.0006449270666739615,0.0
2019-08-19,20563.16015625,20633.900390625,20730.03516159554,20502.66015625,20464.18606849105,0,0.007069442612419596,-0.007069442612419596
2019-08-20,20677.220703125,20684.060546875,20741.594631324493,20582.009765625,20483.091814403004,0,0.005546839396683545,0.0
2019-08-21,20618.5703125,20626.05078125,20584.806203077736,20482.619140625,20340.683146796706,-1,-0.0028364735989946377,-0.0
2019-08-22,20628.009765625,20731.189453125,20800.062152418024,20584.2890625,20593.486669644826,1,0.00045781317433424285,-0.00045781317433424285
2019-08-23,20710.91015625,20719.310546875,20690.34404812863,20579.98046875,20455.274476121413,-1,0.004018826419364352,0.004018826419364352
2019-08-26,20261.0390625,20329.009765625,20395.51733245388,20173.759765625,20141.89598015815,0,-0.02172145455491925,0.02172145455491925
2019-08-27,20456.080078125,20529.939453125,20593.78788849281,20439.919921875,20360.536466179605,0,0.009626407363578338,0.0
2019-08-28,20479.419921875,20511.2109375,20584.506815690725,20433.310546875,20352.826811728402,0,0.001140973425058034,0.0
2019-08-29,20460.9296875,20520.6796875,20611.918712997936,20361.119140625,20383.344166966777,1,-0.0009028690483195989,-0.0
2019-08-30,20704.369140625,20748.349609375,20767.886573167347,20633.30078125,20544.28828530882,0,0.011897770865891832,0.011897770865891832
2019-09-02,20620.189453125,20667.560546875,20716.721603229093,20614.2890625,20500.903726602184,0,-0.004065793404679385,-0.0
2019-09-03,20625.16015625,20662.23046875,20682.30831313546,20578.01953125,20457.633664149347,0,0.00024106001238743957,0.0
2019-09-04,20649.140625,20694.349609375,20674.12435594428,20554.16015625,20447.367958972118,-1,0.0011626803655502282,0.0
